Trial,Time
1,Pinch,0.5,0.05,Center,1,3.263
2,Pinch,1,0.05,Left,1,1.198
3,Pinch,0.5,0.15,Right,1,0.822
4,Pinch,1,0.15,Up,1,0.710
5,Pinch,0.5,0.05,Center,2,0.960
6,Pinch,1,0.05,Left,2,1.239
7,Pinch,0.5,0.15,Right,2,1.016
8,Pinch,1,0.15,Up,2,1.267
9,Ray,0.5,0.05,Center,1,2.980
10,Ray,1,0.05,Left,1,0.655
11,Ray,0.5,0.15,Right,1,0.612
12,Ray,1,0.15,Up,1,0.640
13,Ray,0.5,0.05,Center,2,0.919
14,Ray,1,0.05,Left,2,0.766
15,Ray,0.5,0.15,Right,2,0.751
16,Ray,1,0.15,Up,2,0.766
